Сварочный аппарат для полуавтоматической сварки (MIG/MAG) инверторного типа Fubag INMIG 350 T DG,113 990 руб
Станок для гибки арматуры с концевиком ТСС GW 52A,115 245 руб
Виброплита реверсивная TSS-VP250H (колесный комплект),115 640 руб
Сварочный инвертор ТСС TOP MIG/MMA-500F,115 710 руб
Станок для гибки арматуры Vektor GW50 с доводчиком,117 005 руб
Сварочный инвертор ТСС PRO MIG/MMA-400F,117 306 руб
Станок для резки арматуры ТСС-GQ 52A,124 156 руб
Станок для резки арматуры ТСС-GQ 50A,124 156 руб
Станок для резки арматуры Vektor GQ50,126 117 руб
Станок для резки арматуры ТСС-GQ 50N,126 217 руб
Виброплита реверсивная TSS-WP170YH (гидравлический привод),127 680 руб
Сварочный инвертор ТСС PRO MIG/MMA-500F,128 212 руб
Сварочный аппарат для полуавтоматической сварки (MIG/MAG) инверторного типа Fubag INMIG 400 T DG,132 990 руб
Виброплита реверсивная TSS-CPC-160,137 942 руб
Виброплита реверсивная TSS-WP265YH (гидравлический привод),150 450 руб
Сварочный аппарат для аргонодуговой сварки (TIG) инверторного типа Fubag INTIG 400 T DC PULSE,162 280 руб
Правильно-отрезной станок Vektor ССМ-12,169 857 руб
Аппарат воздушно-плазменной резки Fubag PLASMA 100 T,169 940 руб
Виброплита реверсивная TSS-WP330YH (гидравлический привод),170 982 руб
Виброплита реверсивная TSS-WP320H,172 900 руб
Сварочный инвертор ТСС PULSE PMIG-350,174 097 руб
Виброплита реверсивная TSS-WP265YH (гидравлический привод),178 353 руб
Сварочный инвертор ТСС PULSE PMIG-500,186 599 руб
Виброплита реверсивная TSS-WP330YH (гидравлический привод),187 740 руб
Сварочный аппарат для аргонодуговой сварки (TIG) инверторного типа Fubag INTIG 320 T AC/DC PULSE,195 100 руб
Виброплита реверсивная TSS-WP330YH (гидравлический привод),198 170 руб
Виброплита реверсивная TSS-CP-240,225 435 руб
Сварочный аппарат для аргонодуговой сварки (TIG) инверторного типа Fubag INTIG 400 T AC/DC PULSE,256 370 руб
Сварочный аппарат для полуавтоматической сварки (MIG/MAG) инверторного типа Fubag INMIG 500 T DW,277 290 руб
"Виброплита реверсивная TSS-CP-350 (электростарт, АКБ)",312 550 руб
"Виброплита реверсивная TSS-CP-420(электростарт, АКБ)",375 393 руб
Аппарат для сварки под флюсом Fubag SW 1000,385 000 руб
Аппарат для сварки под флюсом Fubag SW 1250,440 000 руб
Машина термической резки Fubag INCUT 10,485 000 руб
